RA,Nome,Gênero,Turma,Escola,Instituição de ensino,Ativo/ Inativo,Ano ingresso,Fase,Fase Ideal,Defasagem,Pedra 2024,INDE 2022,INDE 2023,INDE 2024,Data de Nasc,Idade,Pedra 20,Pedra 21,Pedra 22,Pedra 23,Cg,Cf,Ct,Nº Av,Avaliador1,Rec Av1,Avaliador2,Rec Av2,Avaliador3,Avaliador4,Avaliador5,Avaliador6,IAA,IEG,IPS,IPP,Rec Psicologia,IDA,Mat,Por,Ing,Indicado,Atingiu PV,IPV,IAN,Destaque IEG,Destaque IDA,Destaque IPV,Ano
RA-773,Aluno-773,Feminino,ALFA L - G2/G3,EM Cecilia Cristina de Oliveira Rodrigues,Pública,Cursando,2022,ALFA,Fase 2 (5° e 6° ano),-2,Agata,6.921727523809524,6.9287,6.566200000000001,2013-12-31 00:00:00,10,,,Ágata,Agata,,,,2,Avaliador-12,,Avaliador-13,,,,,,10.002,8.75,2.51,7.5,,5.0,8.0,2.0,,,,6.575,5.0,,,,2024
RA-774,Aluno-774,Feminino,ALFA N - G2/G3,EM Cecilia Cristina de Oliveira Rodrigues,Pública,Cursando,2022,ALFA,Fase 1 (3° e 4° ano),-1,Quartzo,7.587060296442688,5.852,5.685771428600001,2014-09-09 00:00:00,10,,,Ametista,Quartzo,,,,2,Avaliador-13,,Avaliador-2,,,,,,10.002,6.3928571430000005,2.51,6.25,,3.75,2.0,5.5,,,,6.405,5.0,,,,2024
RA-776,Aluno-776,Feminino,1K,EM Cecilia Cristina de Oliveira Rodrigues,Pública,Cursando,2022,1K,Fase 2 (5° e 6° ano),-1,Quartzo,3.8980647821350765,5.567916667,5.178509523800001,2013-06-02 00:00:00,11,,,Quartzo,Quartzo,,,,2,Avaliador-15,,Avaliador-2,,,,,,7.917,5.9523809525,5.63,8.333333333,,0.0,0.0,0.0,,,,6.5,5.0,,,,2024
RA-777,Aluno-777,Feminino,2N,EE Helio Luiz Dobrochinski Prof,Pública,Cursando,2022,2N,Fase 2 (5° e 6° ano),0,Ametista,7.096346507013722,7.468125,7.563515408100001,2014-05-07 00:00:00,10,,,Ametista,Ametista,,,,3,Avaliador-20,,Avaliador-19,,Avaliador-2,,,,8.002,8.7757437075,7.51,8.125,,4.5,3.5,5.5,,,,7.723333333,10.0,,,,2024
RA-778,Aluno-778,Feminino,2K,Estuda em outra cidade,Pública,Cursando,2021,2K,Fase 2 (5° e 6° ano),0,Topázio,7.431939372281467,7.926825,8.0754139589,2013-07-11 00:00:00,11,,Topázio,Ametista,Ametista,,,,4,Avaliador-17,,Avaliador-19,,Avaliador-25,Avaliador-2,,,10.002,8.1235697945,7.51,7.5,,7.0,5.0,9.0,,,,7.7475,10.0,,,,2024
RA-78,Aluno-78,Feminino,7A,Colégio Arco Íris Evolução,Privada - Programa de Apadrinhamento,Cursando,2021,7A,Fase 7 (3° EM),0,Topázio,7.039504634920634,6.434625,8.1780308688,2005-09-03 00:00:00,19,Ametista,Ágata,Ametista,Agata,,,,3,Avaliador-22,,Avaliador-26,,Avaliador-7,,,,8.751,8.028404344,8.755,8.4375,,7.5,6.5,6.0,10.0,,,7.39,10.0,,,,2024
RA-780,Aluno-780,Feminino,1L,EM Cecilia Cristina de Oliveira Rodrigues,Pública,Cursando,2022,1L,Fase 2 (5° e 6° ano),-1,Ametista,6.954987237893207,7.7842,7.7430333333,2013-08-22 00:00:00,11,,,Ágata,Ametista,,,,2,Avaliador-15,,Avaliador-2,,,,,,9.502,10.0,5.63,8.958333333,,6.0,6.0,6.0,,,,8.17,5.0,,,,2024
RA-781,Aluno-781,Feminino,2N,EE Helio Luiz Dobrochinski Prof,Pública,Cursando,2021,2N,Fase 2 (5° e 6° ano),0,Topázio,7.785693147804151,8.209283333,8.496283333400001,2013-09-19 00:00:00,11,,Topázio,Ametista,Topázio,,,,3,Avaliador-20,,Avaliador-19,,Avaliador-2,,,,8.002,9.75,7.51,8.4375,,7.25,5.0,9.5,,,,8.506666667,10.0,,,,2024
RA-782,Aluno-782,Masculino,1L,EM Amanda Consuelo da Cunha,Pública,Cursando,2022,1L,Fase 1 (3° e 4° ano),0,Topázio,7.484593745480259,7.6812,8.1896285714,2014-07-31 00:00:00,10,,,Ametista,Ametista,,,,2,Avaliador-15,,Avaliador-2,,,,,,9.502,7.8571428569999995,7.51,7.5,,7.75,7.5,8.0,,,,8.085,10.0,,,,2024
RA-784,Aluno-784,Feminino,2M,Colégio Arco Íris Evolução,Privada - Programa de Apadrinhamento,Cursando,2022,2M,Fase 2 (5° e 6° ano),0,Topázio,8.339586333333333,8.171366667,8.8857454545,2013-04-24 00:00:00,11,,,Topázio,Topázio,,,,3,Avaliador-20,,Avaliador-19,,Avaliador-2,,,,8.002,9.7727272725,5.635,9.375,,8.75,8.0,9.5,,,,9.4,10.0,,,,2024
RA-785,Aluno-785,Feminino,2U,EE Helio Luiz Dobrochinski Prof,Pública,Cursando,2022,2U,Fase 2 (5° e 6° ano),0,Topázio,7.6422905052790355,8.137866667,9.1548666666,2013-07-19 00:00:00,11,,,Ametista,Topázio,,,,3,Avaliador-19,,Avaliador-25,,Avaliador-2,,,,9.502,10.0,7.51,8.75,,9.0,8.0,10.0,,,,8.893333333,10.0,,,,2024
RA-787,Aluno-787,Masculino,ALFA O - G2/G3,EE Helio Luiz Dobrochinski Prof,Pública,Cursando,2022,ALFA,Fase 1 (3° e 4° ano),-1,Ametista,7.205336595776773,7.5227,7.73495,2014-08-01 00:00:00,10,,,Ametista,Ametista,,,,2,Avaliador-12,,Avaliador-13,,,,,,9.002,9.75,7.51,7.1875,,7.25,10.0,4.5,,,,7.325,5.0,,,,2024
RA-788,Aluno-788,Masculino,2N,Colégio Arco Íris Evolução,Privada - Programa de Apadrinhamento,Cursando,2021,2N,Fase 2 (5° e 6° ano),0,Ametista,8.264312621417798,7.806091667,7.9221068268,2014-03-11 00:00:00,10,,Topázio,Topázio,Ametista,,,,3,Avaliador-20,,Avaliador-19,,Avaliador-2,,,,8.418,9.519450801,6.26,8.4375,,5.75,4.0,7.5,,,,7.783333333,10.0,,,,2024
RA-789,Aluno-789,Feminino,1L,EE Helio Luiz Dobrochinski Prof,Pública,Cursando,2022,1L,Fase 1 (3° e 4° ano),0,Topázio,7.405336262443439,7.974,8.0443904763,2015-01-14 00:00:00,9,,,Ametista,Ametista,,,,2,Avaliador-15,,Avaliador-2,,,,,,9.002,9.047619048,7.51,9.166666667,,5.25,5.5,5.0,,,,8.085,10.0,,,,2024
RA-790,Aluno-790,Masculino,2U,EM Cecilia Cristina de Oliveira Rodrigues,Pública,Cursando,2022,2U,Fase 3 (7° e 8° ano),-1,Agata,7.50432758974359,6.707666667,6.8089355072,2011-10-08 00:00:00,13,,,Ametista,Agata,,,,3,Avaliador-19,,Avaliador-25,,Avaliador-2,,,,7.502,6.811594203,7.51,7.1875,,6.75,4.0,9.5,,,,6.883333333,5.0,,,,2024
RA-792,Aluno-792,Feminino,1N,EE Donizetti Aparecido Leite Professor,Pública,Cursando,2022,1N,Fase 2 (5° e 6° ano),-1,Agata,7.02532017948718,7.6267,6.036012253,2013-03-19 00:00:00,11,,,Ágata,Ametista,,,,2,Avaliador-15,,Avaliador-2,,,,,,8.502,5.2865612650000005,7.51,8.125,,3.25,6.5,0.0,,,,7.075,5.0,,,,2024
RA-794,Aluno-794,Feminino,1K,EE Helio Luiz Dobrochinski Prof,Pública,Cursando,2022,1K,Fase 1 (3° e 4° ano),0,Ametista,7.334936230769231,7.9842,7.145652380900001,2014-10-08 00:00:00,10,,,Ametista,Ametista,,,,2,Avaliador-15,,Avaliador-2,,,,,,9.502,6.9047619045,7.51,8.125,,3.0,6.0,0.0,,,,8.255,10.0,,,,2024
RA-795,Aluno-795,Feminino,1L,EE Helio Luiz Dobrochinski Prof,Pública,Cursando,2022,1L,Fase 2 (5° e 6° ano),-1,Topázio,8.064310288084464,8.4642,8.441414285700002,2014-02-17 00:00:00,10,,,Topázio,Topázio,,,,2,Avaliador-15,,Avaliador-2,,,,,,9.502,9.761904762,6.26,8.958333333,,9.5,10.0,9.0,,,,8.085,5.0,,,,2024
RA-796,Aluno-796,Feminino,2P,EE Donizetti Aparecido Leite Professor,Pública,Cursando,2022,2P,Fase 3 (7° e 8° ano),-1,Ametista,7.232068817813765,7.462866667,7.052457703200001,2012-06-25 00:00:00,12,,,Ametista,Ametista,,,,3,Avaliador-20,,Avaliador-19,,Avaliador-2,,,,8.502,8.2212885155,7.51,7.916666667,,5.25,3.0,7.5,,,,7.326666667,5.0,,,,2024
RA-797,Aluno-797,Masculino,2P,EE Donizetti Aparecido Leite Professor,Pública,Cursando,2021,2P,Fase 3 (7° e 8° ano),-1,Agata,7.216575886639676,7.373033333,6.597315151500001,2012-01-24 00:00:00,12,,Ágata,Ametista,Ametista,,,,3,Avaliador-20,,Avaliador-19,,Avaliador-2,,,,9.168,4.840909091,7.51,6.666666667,,7.25,8.0,6.5,,,,6.723333333,5.0,,,,2024
RA-798,Aluno-798,Masculino,2R,EE Maria André Schunck Dona,Pública,Cursando,2022,2R,Fase 3 (7° e 8° ano),-1,Quartzo,7.0492678609986505,7.018033333,4.6743653679,2012-01-03 00:00:00,12,,,Ametista,Ametista,,,,3,Avaliador-19,,Avaliador-25,,Avaliador-2,,,,6.834,3.5064935065,7.51,5.0,,4.75,4.0,5.5,,,,2.943333333,5.0,,,,2024
RA-799,Aluno-799,Feminino,2R,EE Maria André Schunck Dona,Pública,Cursando,2022,2R,Fase 2 (5° e 6° ano),0,Ametista,7.676131896086369,8.061533333,7.702648484900001,2012-12-06 00:00:00,11,,,Ametista,Topázio,,,,3,Avaliador-20,,Avaliador-19,,Avaliador-2,,,,7.918,9.090909091,7.51,7.916666667,,5.25,5.0,5.5,,,,7.5,10.0,,,,2024
RA-80,Aluno-80,Feminino,7A,Colégio Arco Íris Evolução,Privada - Programa de Apadrinhamento,Cursando,2021,7A,Fase 7 (3° EM),0,Topázio,7.2897954425019424,7.252275,8.131659175733333,2006-07-05 00:00:00,18,Ametista,Topázio,Ametista,Ametista,,,,3,Avaliador-22,,Avaliador-26,,Avaliador-7,,,,8.751,7.8961292116666675,8.13,8.75,,7.0,5.0,6.0,10.0,,,7.946666667,10.0,,,,2024
RA-801,Aluno-801,Masculino,1R,EE Luiz Schunck,Pública,Cursando,2022,1R,Fase 2 (5° e 6° ano),-1,Agata,6.6443414183535765,6.8735,6.6752,2013-12-11 00:00:00,10,,,Ágata,Agata,,,,4,Avaliador-18,,Avaliador-17,,Avaliador-15,Avaliador-2,,,9.002,5.75,7.51,6.25,,8.0,7.0,9.0,,,,5.745,5.0,,,,2024
RA-802,Aluno-802,Masculino,2R,EE Maria André Schunck Dona,Pública,Cursando,2021,2R,Fase 2 (5° e 6° ano),0,Ametista,7.830788433198381,8.126866667,7.8317974024999994,2013-03-20 00:00:00,11,,Ametista,Ametista,Topázio,,,,3,Avaliador-19,,Avaliador-25,,Avaliador-2,,,,7.502,7.012987013,7.51,8.333333333,,8.75,9.0,8.5,,,,6.723333333,10.0,,,,2024
RA-805,Aluno-805,Masculino,1R,EE Luiz Schunck,Pública,Cursando,2021,1R,Fase 2 (5° e 6° ano),-1,Agata,8.27865517948718,6.492,6.9375869048,2014-06-14 00:00:00,10,,Ametista,Topázio,Agata,,,,4,Avaliador-18,,Avaliador-17,,Avaliador-15,Avaliador-2,,,8.502,9.523809524,4.38,7.03125,,6.0,7.0,5.0,,,,6.7075,5.0,,,,2024
RA-806,Aluno-806,Masculino,1R,EE Luiz Schunck,Pública,Cursando,2022,1R,Fase 2 (5° e 6° ano),-1,Agata,7.560770897435898,7.2937,6.972777380900001,2014-02-28 00:00:00,10,,,Ametista,Ametista,,,,4,Avaliador-18,,Avaliador-17,,Avaliador-15,Avaliador-2,,,8.502,6.9047619045,7.51,7.65625,,6.75,6.5,7.0,,,,6.875,5.0,,,,2024
RA-807,Aluno-807,Masculino,1R,EE Luiz Schunck,Pública,Cursando,2022,1R,Fase 1 (3° e 4° ano),0,Ametista,8.121155846153847,7.8632,7.797628571400001,2014-07-22 00:00:00,10,,,Topázio,Ametista,,,,4,Avaliador-18,,Avaliador-17,,Avaliador-15,Avaliador-2,,,9.002,7.8571428569999995,7.51,7.5,,7.0,6.0,8.0,,,,7.125,10.0,,,,2024
RA-808,Aluno-808,Masculino,1R,EE Luiz Schunck,Pública,Cursando,2022,1R,Fase 1 (3° e 4° ano),0,Topázio,8.361187897435897,8.1932,8.7897,2014-09-27 00:00:00,10,,,Topázio,Topázio,,,,4,Avaliador-18,,Avaliador-17,,Avaliador-15,Avaliador-2,,,9.002,10.0,7.51,8.125,,8.75,7.5,10.0,,,,7.88,10.0,,,,2024
RA-81,Aluno-81,Feminino,6L,Colégio Arco Íris Evolução,Privada - Programa de Apadrinhamento,Cursando,2021,6L,Fase 6 (2° EM),0,Topázio,7.674870047785548,7.45425,8.256566666666668,2008-03-22 00:00:00,16,Ametista,Topázio,Ametista,Ametista,,,,5,Avaliador-23,,Avaliador-24,,Avaliador-26,Avaliador-1,Avaliador-7,,9.168,9.333333333333334,6.26,7.875,,7.5,9.0,6.5,7.0,,,7.798,10.0,,,,2024
RA-810,Aluno-810,Masculino,1P,EE Helio Luiz Dobrochinski Prof,Pública,Cursando,2021,1P,Fase 2 (5° e 6° ano),-1,Ametista,7.886571512820513,7.782866667,7.704770175400001,2014-05-31 00:00:00,10,,Ametista,Ametista,Ametista,,,,4,Avaliador-3,,Avaliador-18,,Avaliador-17,Avaliador-15,,,7.502,9.4736842105,5.635,6.458333333,,9.0,8.0,10.0,,,,7.7525,5.0,,,,2024
RA-814,Aluno-814,Masculino,2P,EE Donizetti Aparecido Leite Professor,Pública,Cursando,2022,2P,Fase 2 (5° e 6° ano),0,Ametista,7.592405198653199,8.367866667,7.971648484800001,2013-05-29 00:00:00,11,,,Ametista,Topázio,,,,3,Avaliador-20,,Avaliador-19,,Avaliador-2,,,,7.418,9.090909091,7.51,7.5,,7.5,8.0,7.0,,,,7.053333333,10.0,,,,2024
RA-816,Aluno-816,Feminino,2P,Colégio Arco Íris Evolução,Privada - Programa de Apadrinhamento,Cursando,2022,2P,Fase 2 (5° e 6° ano),0,Topázio,8.512849483130905,8.5572,8.929745454599999,2013-05-04 00:00:00,11,,,Topázio,Topázio,,,,3,Avaliador-20,,Avaliador-19,,Avaliador-2,,,,7.002,9.7727272725,7.51,9.166666667,,9.25,8.5,10.0,,,,8.786666667,10.0,,,,2024
RA-819,Aluno-819,Masculino,2U,Estuda em outra cidade,Pública,Cursando,2022,2U,Fase 1 (3° e 4° ano),1,Topázio,7.740741074074075,7.944833333,8.652552484400001,2014-05-24 00:00:00,10,,,Ametista,Ametista,,,,3,Avaliador-19,,Avaliador-25,,Avaliador-2,,,,10.002,7.784679089,7.51,8.4375,,9.0,8.0,10.0,,,,8.503333333,10.0,,,,2024
RA-820,Aluno-820,Masculino,2I,EE Dom Pedro Villas Boas de Souza,Pública,Cursando,2022,2I,Fase 2 (5° e 6° ano),0,Ametista,7.4166680000000005,7.85605,7.426572549100001,2013-08-26 00:00:00,11,,,Ametista,Ametista,,,,3,Avaliador-19,,Avaliador-17,,Avaliador-2,,,,10.002,6.573529412,7.51,8.333333333,,6.25,6.0,6.5,,,,6.386666667,10.0,,,,2024
RA-821,Aluno-821,Masculino,2A,EE Mario Francisco de Amorim,Pública,Cursando,2022,2A,Fase 2 (5° e 6° ano),0,Agata,6.342157529411765,,6.643866666600001,2012-11-09 00:00:00,11,,,Ágata,,,,,3,Avaliador-19,,Avaliador-5,,Avaliador-2,,,,8.502,5.9166666665,7.51,6.666666667,,4.25,4.5,4.0,,,,6.713333333,10.0,,,,2024
RA-822,Aluno-822,Masculino,1H,EE João Ortiz Rodrigues,Pública,Cursando,2022,1H,Fase 3 (7° e 8° ano),-2,Quartzo,6.92155010708899,6.4497,5.2645678524,2012-02-03 00:00:00,12,,,Ágata,Agata,,,,3,Avaliador-3,,Avaliador-16,,Avaliador-15,,,,0.0,4.6245059285,5.01,6.666666667,,6.75,7.5,6.0,,,,6.61,5.0,,,,2024
RA-826,Aluno-826,Masculino,1L,EM Cecilia Cristina de Oliveira Rodrigues,Pública,Cursando,2022,1L,Fase 2 (5° e 6° ano),-1,Ametista,7.775658894736842,7.77645,7.9442,2014-03-06 00:00:00,10,,,Ametista,Ametista,,,,2,Avaliador-15,,Avaliador-2,,,,,,10.002,10.0,6.26,7.5,,6.75,5.5,8.0,,,,8.59,5.0,,,,2024
RA-827,Aluno-827,Feminino,2K,EE Maria André Schunck Dona,Pública,Cursando,2022,2K,Fase 2 (5° e 6° ano),0,Topázio,7.412495022283378,7.419925,8.2483467391,2012-10-11 00:00:00,12,,,Ametista,Ametista,,,,4,Avaliador-17,,Avaliador-19,,Avaliador-25,Avaliador-2,,,10.002,9.782608695499999,5.01,7.65625,,7.25,6.0,8.5,,,,7.875,10.0,,,,2024
RA-829,Aluno-829,Feminino,2K,Colégio Arco Íris Evolução,Privada - Programa de Apadrinhamento,Cursando,2022,2K,Fase 1 (3° e 4° ano),1,Topázio,8.00281439031339,8.532075,9.171825000000002,2014-09-30 00:00:00,10,,,Ametista,Topázio,,,,4,Avaliador-17,,Avaliador-19,,Avaliador-25,Avaliador-2,,,9.502,9.75,9.38,8.90625,,8.0,6.0,10.0,,,,9.215,10.0,,,,2024
RA-830,Aluno-830,Feminino,1L,EM Cecilia Cristina de Oliveira Rodrigues,Pública,Cursando,2022,1L,Fase 2 (5° e 6° ano),-1,Ametista,7.234398335932424,6.78,7.1373428571,2013-10-30 00:00:00,11,,,Ametista,Agata,,,,2,Avaliador-15,,Avaliador-2,,,,,,9.002,7.619047619,5.63,8.333333333,,6.75,6.5,7.0,,,,7.335,5.0,,,,2024
RA-831,Aluno-831,Masculino,1K,EM Cecilia Cristina de Oliveira Rodrigues,Pública,Cursando,2022,1K,Fase 2 (5° e 6° ano),-1,Topázio,7.4100721416504225,7.71645,8.0066285715,2013-12-19 00:00:00,10,,,Ametista,Ametista,,,,2,Avaliador-15,,Avaliador-2,,,,,,10.002,9.523809524,6.26,7.916666667,,7.75,6.5,9.0,,,,8.17,5.0,,,,2024
RA-832,Aluno-832,Masculino,2U,EE Helio Luiz Dobrochinski Prof,Pública,Cursando,2022,2U,Fase 2 (5° e 6° ano),0,Topázio,8.178844113710202,8.2697,8.2403304348,2013-07-21 00:00:00,11,,,Topázio,Topázio,,,,3,Avaliador-19,,Avaliador-25,,Avaliador-2,,,,9.002,8.695652174,7.51,7.5,,8.0,7.0,9.0,,,,7.5,10.0,,,,2024
RA-833,Aluno-833,Masculino,2U,EM Cecilia Cristina de Oliveira Rodrigues,Pública,Cursando,2022,2U,Fase 2 (5° e 6° ano),0,Topázio,7.790571508771929,7.81295,8.5184577641,2013-10-01 00:00:00,11,,,Ametista,Ametista,,,,3,Avaliador-19,,Avaliador-25,,Avaliador-2,,,,9.002,9.3271221535,7.51,8.125,,8.0,9.0,7.0,,,,7.946666667,10.0,,,,2024
RA-834,Aluno-834,Masculino,2L,EE Maria André Schunck Dona,Pública,Cursando,2022,2L,Fase 2 (5° e 6° ano),0,Topázio,8.135537771280053,8.662616667,8.513646169700001,2013-01-10 00:00:00,11,,,Topázio,Topázio,,,,3,Avaliador-19,,Avaliador-25,,Avaliador-2,,,,8.002,9.109730849,6.26,7.708333333,,8.75,9.0,8.5,,,,8.723333333,10.0,,,,2024
RA-836,Aluno-836,Masculino,1J,EE João Ortiz Rodrigues,Pública,Cursando,2022,1J,Fase 2 (5° e 6° ano),-1,Agata,7.664923985754986,7.6417,6.0234537878,2013-02-10 00:00:00,11,,,Ametista,Ametista,,,,4,Avaliador-16,,Avaliador-18,,Avaliador-15,Avaliador-2,,,9.502,6.439393939,7.51,7.34375,,2.75,5.5,0.0,,,,6.25,5.0,,,,2024
RA-837,Aluno-837,Masculino,2G,EM Maria Ignez Concelles Irma Ines,Pública,Cursando,2022,2G,Fase 2 (5° e 6° ano),0,Ametista,8.207451124949126,8.2712,7.9648467391,2014-04-07 00:00:00,10,,,Topázio,Topázio,,,,4,Avaliador-19,,Avaliador-16,,Avaliador-25,Avaliador-2,,,7.502,9.782608695499999,6.885,7.03125,,6.75,6.0,7.5,,,,7.5825,10.0,,,,2024
RA-840,Aluno-840,Masculino,1G,EM Maria Ignez Concelles Irma Ines,Pública,Cursando,2022,1G,Fase 1 (3° e 4° ano),0,Topázio,7.874720643467644,7.7862,8.5912909091,2014-02-02 00:00:00,10,,,Ametista,Ametista,,,,3,Avaliador-16,,Avaliador-3,,Avaliador-15,,,,9.502,9.337121212,7.51,8.333333333,,8.0,7.0,9.0,,,,7.946666667,10.0,,,,2024
RA-841,Aluno-841,Masculino,2H,EE João Ortiz Rodrigues,Pública,Cursando,2022,2H,Fase 3 (7° e 8° ano),-1,Agata,7.3000233675213675,6.78,6.035771224300001,2011-12-30 00:00:00,12,,,Ametista,Agata,,,,4,Avaliador-19,,Avaliador-17,,Avaliador-25,Avaliador-2,,,10.002,6.3272311215000006,7.51,7.03125,,3.25,4.0,2.5,,,,5.83,5.0,,,,2024
RA-842,Aluno-842,Feminino,1G,EM Etelvina Delfim Simões,Pública,Cursando,2022,1G,Fase 2 (5° e 6° ano),-1,Ametista,7.95176506926407,7.2117,7.072914756400001,2014-05-13 00:00:00,10,,,Ametista,Ametista,,,,3,Avaliador-16,,Avaliador-3,,Avaliador-15,,,,8.502,7.549407115,6.26,6.875,,7.5,6.0,9.0,,,,6.996666667,5.0,,,,2024
RA-847,Aluno-847,Masculino,1D,EE Paschoal Carlos Magno,Pública,Cursando,2022,1D,Fase 2 (5° e 6° ano),-1,Quartzo,6.83936507936508,6.5418,5.009290909100001,2013-04-30 00:00:00,11,,,Ágata,Agata,,,,2,Avaliador-3,,Avaliador-15,,,,,,9.002,4.5454545455,5.01,7.5,,1.0,0.0,2.0,,,,6.245,5.0,,,,2024
RA-85,Aluno-85,Masculino,5N,EE Maria André Schunck Dona,Pública,Cursando,2022,5N,Fase 7 (3° EM),-2,Agata,6.243027512820514,7.08435,6.999509385733333,2007-02-13 00:00:00,17,,,Ágata,Ametista,,,,3,Avaliador-23,,Avaliador-22,,Avaliador-1,,,,8.334,8.668046928999999,3.755,6.25,,7.666666666666667,9.0,4.5,9.5,,,6.993333333,5.0,,,,2024
RA-850,Aluno-850,Masculino,1C,EE Chácara Florida II,Pública,Cursando,2022,1C,Fase 2 (5° e 6° ano),-1,Ametista,7.640722218045114,6.06525,7.864245454500001,2014-01-22 00:00:00,10,,,Ametista,Agata,,,,2,Avaliador-3,,Avaliador-15,,,,,,10.002,9.2727272725,6.255,7.5,,7.75,6.0,9.5,,,,7.92,5.0,,,,2024
RA-851,Aluno-851,Masculino,1B,EM Eurides José Amorim,Pública,Cursando,2022,1B,Fase 2 (5° e 6° ano),-1,Agata,7.515200746031747,6.1683,6.2114602109,2014-03-03 00:00:00,10,,,Ametista,Agata,,,,3,Avaliador-14,,Avaliador-3,,Avaliador-15,,,,9.002,7.3221343875,5.63,5.625,,6.0,5.0,7.0,,,,5.106666667,5.0,,,,2024
RA-853,Aluno-853,Feminino,1G,EM Maria Ignez Concelles Irma Ines,Pública,Cursando,2022,1G,Fase 1 (3° e 4° ano),0,Ametista,8.616243765480895,7.8402,7.986866666600001,2014-07-19 00:00:00,10,,,Topázio,Ametista,,,,3,Avaliador-16,,Avaliador-3,,Avaliador-15,,,,8.502,9.5833333335,6.26,8.333333333,,6.25,6.5,6.0,,,,7.553333333,10.0,,,,2024
RA-854,Aluno-854,Feminino,1G,EM Maria Ignez Concelles Irma Ines,Pública,Cursando,2022,1G,Fase 1 (3° e 4° ano),0,Ametista,8.098496318150449,6.6415,7.826199999900001,2014-11-08 00:00:00,9,,,Topázio,Agata,,,,3,Avaliador-16,,Avaliador-3,,Avaliador-15,,,,9.502,10.0,6.26,5.833333333,,7.0,7.0,7.0,,,,6.333333333,10.0,,,,2024
RA-855,Aluno-855,Feminino,2I,EE Dom Pedro Villas Boas de Souza,Pública,Cursando,2022,2I,Fase 2 (5° e 6° ano),0,Topázio,8.452910432147561,8.62995,8.578533333400001,2013-11-23 00:00:00,10,,,Topázio,Topázio,,,,3,Avaliador-19,,Avaliador-17,,Avaliador-2,,,,9.002,10.0,7.51,7.5,,8.5,9.0,8.0,,,,7.386666667,10.0,,,,2024
RA-858,Aluno-858,Masculino,ALFA J - G2/G3,EE Dom Pedro Villas Boas de Souza,Pública,Cursando,2022,ALFA,Fase 1 (3° e 4° ano),-1,Agata,7.523491593073594,7.248833333,6.917866666700001,2015-02-09 00:00:00,9,,,Ametista,Ametista,,,,2,Avaliador-3,,Avaliador-13,,,,,,9.002,6.833333333500001,2.51,7.5,,8.25,10.0,6.5,,,,7.5,5.0,,,,2024
RA-859,Aluno-859,Feminino,1G,EM Maria Ignez Concelles Irma Ines,Pública,Cursando,2022,1G,Fase 1 (3° e 4° ano),0,Topázio,8.325132654369785,8.6042,8.5817909091,2015-03-20 00:00:00,9,,,Topázio,Topázio,,,,3,Avaliador-16,,Avaliador-3,,Avaliador-15,,,,8.002,9.337121212,7.51,8.958333333,,8.0,8.0,8.0,,,,8.336666667,10.0,,,,2024
RA-86,Aluno-86,Masculino,7E,FIAP School - SP,Privada *Parcerias com Bolsa 100%,Cursando,2021,7E,Fase 7 (3° EM),0,Ametista,7.566015304972806,,7.611233333266666,2006-10-04 00:00:00,18,Topázio,Ametista,Ametista,,,,,0,,,,,,,,,6.667,9.704333333,6.57,7.5,,5.483333333333333,6.35,6.3,3.8,,,7.5,10.0,,,,2024
RA-860,Aluno-860,Masculino,1G,EM Maria Ignez Concelles Irma Ines,Pública,Cursando,2022,1G,Fase 1 (3° e 4° ano),0,Topázio,8.135541086517346,8.2372,8.7738666667,2015-01-08 00:00:00,9,,,Topázio,Topázio,,,,3,Avaliador-16,,Avaliador-3,,Avaliador-15,,,,9.002,9.7916666665,7.51,8.75,,8.5,8.0,9.0,,,,7.946666667,10.0,,,,2024
RA-861,Aluno-861,Feminino,ALFA B - G2/G3,EE Dom Pedro Villas Boas de Souza,Pública,Cursando,2023,ALFA,Fase 1 (3° e 4° ano),-1,Topázio,,9.31095,8.959700000000002,2015-06-17 00:00:00,9,,,,Topázio,,,,3,Avaliador-3,,Avaliador-13,,Avaliador-9,,,,9.502,10.0,7.51,8.125,,10.0,10.0,10.0,,,,9.73,5.0,,,,2024
RA-862,Aluno-862,Masculino,ALFA B - G2/G3,EE Dom Pedro Villas Boas de Souza,Pública,Cursando,2023,ALFA,Fase 2 (5° e 6° ano),-2,Ametista,,8.2212,7.346677272700001,2014-05-31 00:00:00,10,,,,Topázio,,,,3,Avaliador-3,,Avaliador-13,,Avaliador-9,,,,9.002,8.6136363635,7.51,7.1875,,7.5,10.0,5.0,,,,6.27,5.0,,,,2024
RA-863,Aluno-863,Masculino,ALFA E - G2/G3,EE Dom Pedro Villas Boas de Souza,Pública,Cursando,2023,ALFA,Fase 1 (3° e 4° ano),-1,Quartzo,,5.92975,4.6684348484000004,2016-02-25 00:00:00,8,,,,Quartzo,,,,3,Avaliador-3,,Avaliador-13,,Avaliador-9,,,,8.502,3.159090909,2.51,4.6875,,5.5,10.0,1.0,,,,4.333333333,5.0,,,,2024
RA-867,Aluno-867,Masculino,ALFA B - G2/G3,EE Dom Pedro Villas Boas de Souza,Pública,Cursando,2023,ALFA,Fase 1 (3° e 4° ano),-1,Ametista,,8.6992,7.583018181800001,2015-06-29 00:00:00,9,,,,Topázio,,,,3,Avaliador-3,,Avaliador-13,,Avaliador-9,,,,9.002,7.409090909,7.51,7.5,,8.5,10.0,7.0,,,,7.5,5.0,,,,2024
